,id,sex,age_cat,race,priors_count,c_charge_degree,two_year_recid
6980,10627,0,0,0,2,1,0
6982,10629,1,0,0,3,1,1
6983,10631,0,1,0,7,1,0
6984,10636,0,2,0,0,0,0
6985,10637,0,0,0,6,0,1
6986,10641,0,2,1,3,1,1
6988,10645,0,0,1,0,1,0
6989,10646,0,0,1,6,1,1
6990,10647,1,1,0,3,1,0
6992,10649,0,2,1,1,0,0
6993,10651,0,2,0,0,0,0
6994,10652,0,0,1,3,0,1
6995,10653,0,1,1,0,0,0
6997,10656,0,2,1,0,1,0
6998,10657,0,0,0,1,0,0
6999,10659,0,0,1,18,1,1
7001,10664,0,2,1,10,1,1
7003,10666,0,1,1,2,1,1
7004,10667,1,0,1,0,1,0
7005,10669,0,1,0,0,0,1
7006,10670,1,1,1,0,1,0
7009,10673,1,0,1,7,1,1
7010,10674,0,0,1,9,1,0
7011,10675,0,0,0,2,1,1
7017,10685,1,0,1,1,1,0
7018,10686,0,0,0,0,1,0
7023,10695,0,0,0,9,0,1
7024,10697,0,1,0,3,1,1
7025,10698,0,2,1,0,1,1
7026,10699,0,1,1,,1,1
7028,10703,0,0,1,23,1,0
7029,10706,0,0,1,0,0,0
7030,10707,,0,0,4,1,1
7031,10708,0,0,0,1,1,0
7032,10709,0,1,0,,0,0
7033,10712,0,2,1,3,1,1
7036,10719,0,0,1,2,0,0
7037,10720,0,2,1,1,0,1
7038,10721,0,1,0,4,0,0
7039,10723,1,0,0,7,1,1
7041,10729,0,0,1,0,1,1
7043,10733,0,0,1,2,1,1
7044,10735,,1,1,1,1,0
7045,10736,0,2,1,11,1,1
7046,10737,1,1,0,5,1,0
7048,10748,0,0,0,1,0,0
7049,10749,1,0,1,,1,0
7050,10750,1,1,0,0,0,0
7053,10756,0,0,0,0,1,0
7059,10763,0,1,1,,0,0
7060,10764,0,2,1,2,1,1
7062,10766,0,0,1,9,1,1
7063,10768,0,0,0,2,0,1
7064,10769,0,1,0,1,0,0
7065,10770,0,1,0,0,1,0
7066,10773,0,2,0,1,1,1
7067,10774,0,1,1,7,1,1
7068,10778,0,0,0,1,0,1
7069,10779,0,1,0,1,1,0
7071,10783,,1,0,0,0,0
7072,10784,,0,0,0,1,0
7073,10786,1,1,0,2,0,0
7076,10793,1,1,0,7,1,1
7077,10794,0,0,1,15,1,1
7079,10799,1,2,1,0,1,1
7081,10803,0,0,0,5,1,0
7082,10805,0,0,0,13,1,0
7084,10807,0,0,0,3,0,1
7085,10808,0,0,0,13,1,1
7086,10810,0,0,1,1,1,0
7087,10811,0,0,0,1,1,0
7090,10818,1,0,0,5,1,1
7094,10824,1,2,1,1,1,1
7095,10827,0,0,0,0,1,0
7098,10831,1,0,0,0,0,1
7101,10837,0,1,1,14,0,0
7104,10841,0,0,1,0,0,1
7106,10844,0,0,0,4,1,1
7107,10848,0,0,1,1,1,0
7109,10851,1,0,1,2,1,1
7111,10855,0,1,1,,1,1
7112,10858,0,0,1,0,1,0
7113,10859,,0,1,5,1,0
7114,10860,0,0,1,,0,0
7115,10863,0,0,1,2,1,1
7116,10864,0,2,1,1,1,1
7117,10865,0,1,0,2,1,0
7118,10869,0,1,1,4,1,1
7119,10870,1,0,0,4,1,1
7120,10871,1,0,0,0,0,0
7121,10873,1,0,1,6,0,1
7124,10876,0,1,1,0,0,0
7126,10879,0,1,0,0,1,0
7129,10882,1,2,0,1,1,0
7130,10883,0,0,1,3,1,1
7131,10884,0,0,0,11,1,0
7134,10888,1,0,1,4,1,1
7136,10893,0,1,0,8,0,0
7139,10896,0,0,1,18,1,1
7140,10897,0,0,0,5,0,0
7141,10899,0,0,0,7,0,1
7142,10900,,2,1,0,1,0
7143,10903,0,2,1,1,1,1
7144,10907,1,0,0,3,1,0
7145,10909,0,0,0,14,1,1
7147,10911,0,0,0,,0,0
7148,10913,0,2,1,0,1,1
7150,10917,0,0,1,11,1,1
7151,10918,0,0,0,2,1,0
7152,10919,0,0,1,12,0,1
7153,10920,0,0,0,4,1,0
7154,10921,0,0,1,2,0,0
7155,10922,0,1,0,4,0,0
7156,10924,0,0,1,0,0,0
7157,10925,0,0,0,3,0,1
7158,10927,0,2,1,1,1,0
7159,10928,0,1,1,5,0,0
7162,10932,0,0,1,4,1,0
7163,10934,0,0,0,0,0,0
7165,10936,0,2,1,0,1,1
7166,10939,,1,0,1,0,0
7167,10940,,0,0,2,0,0
7168,10941,0,0,0,0,0,1
7169,10942,0,2,1,0,0,0
7171,10946,0,0,1,1,0,0
7173,10948,0,1,0,7,1,0
7175,10950,0,1,0,0,0,1
7177,10952,0,0,0,1,1,0
7178,10954,1,2,0,1,1,0
7179,10955,1,1,0,3,1,0
7180,10956,1,1,0,1,0,0
7181,10957,0,1,1,7,0,1
7182,10958,1,1,0,2,1,0
7184,10962,1,0,0,4,0,1
7185,10963,0,0,0,5,1,0
7187,10965,0,1,0,14,1,1
7188,10966,0,0,0,0,0,0
7189,10967,0,0,1,3,0,1
7190,10969,0,2,1,2,0,1
7191,10971,0,1,0,2,1,0
7192,10972,0,0,0,0,1,0
7194,10976,1,0,0,2,0,1
7196,10979,0,0,1,0,0,0
7197,10980,0,0,1,1,1,0
7199,10982,0,2,0,0,1,0
7200,10984,1,2,1,0,0,1
7201,10985,0,0,1,19,1,1
7204,10989,0,0,1,2,0,0
7205,10990,0,2,0,5,0,1
7206,10992,0,2,0,0,0,1
7207,10994,0,0,1,0,0,1
7208,10995,0,2,1,0,1,0
7209,10996,,2,1,,1,0
7210,10997,0,2,1,0,1,0
