,sex,age_cat,race,priors_count,c_charge_degree,two_year_recid
6197,Male,Greater than 45,0,0,M,0
6198,Female,Less than 25,1,0,F,0
6199,Male,25 - 45,1,,F,1
6201,Male,Less than 25,1,0,M,1
6205,Male,Greater than 45,0,,M,1
6207,Male,Less than 25,0,0,M,0
6208,Female,Greater than 45,1,2,F,0
6210,Male,25 - 45,1,14,F,0
6213,Male,Greater than 45,0,1,F,0
6214,Male,25 - 45,1,16,F,1
6215,Female,25 - 45,0,1,M,0
6216,Male,Less than 25,1,0,F,1
6217,Male,Less than 25,0,0,M,1
6218,Male,Less than 25,0,1,M,0
6220,,25 - 45,1,0,F,0
6221,Male,25 - 45,0,,F,0
6225,,25 - 45,0,2,F,0
6227,Male,25 - 45,1,7,M,0
6228,Male,Less than 25,1,0,M,1
6232,Male,25 - 45,1,2,F,0
6235,Female,Greater than 45,0,2,F,0
6236,Female,25 - 45,0,0,M,0
6237,Male,25 - 45,0,6,F,1
6238,Male,25 - 45,1,2,F,1
6239,Male,25 - 45,0,1,M,0
6240,Female,Less than 25,0,1,F,0
6242,Male,Greater than 45,1,17,F,0
6243,Male,25 - 45,1,6,F,1
6246,,Less than 25,1,2,F,1
6249,Female,25 - 45,1,23,M,1
6251,Male,Less than 25,1,1,F,1
6252,,25 - 45,0,1,F,0
6253,Male,25 - 45,1,3,F,1
6254,Male,25 - 45,1,1,F,1
6255,Male,Less than 25,1,2,F,1
6256,Male,25 - 45,0,3,M,1
6257,Male,Greater than 45,1,5,F,0
6258,Male,25 - 45,0,0,M,0
6259,Female,Greater than 45,0,6,F,0
6260,Male,Greater than 45,1,16,F,1
6262,Male,Greater than 45,0,2,M,0
6263,Male,25 - 45,0,0,M,0
6266,Female,Less than 25,0,4,F,1
6267,Male,25 - 45,0,3,F,1
6269,Male,Less than 25,0,1,F,0
6270,,Less than 25,0,1,F,1
6273,Male,25 - 45,0,0,M,0
6274,Male,Less than 25,1,0,F,1
6280,Female,Less than 25,1,0,F,0
6281,Female,Greater than 45,1,0,F,1
6282,Female,Less than 25,1,0,M,1
6283,Male,Greater than 45,0,0,F,0
6284,Male,Greater than 45,1,2,M,0
6286,Male,25 - 45,0,1,F,0
6287,Female,Greater than 45,0,0,F,0
6288,,25 - 45,1,1,F,1
6289,Male,Less than 25,0,0,M,0
6290,Male,25 - 45,0,10,F,1
6292,Female,25 - 45,1,5,F,1
6293,Male,Less than 25,1,4,F,1
6294,Female,25 - 45,0,3,F,1
6295,Female,Less than 25,0,0,F,0
6297,Male,25 - 45,0,1,M,1
6298,Male,Greater than 45,0,9,F,1
6299,Male,25 - 45,1,,F,0
6300,Male,25 - 45,1,4,F,1
6301,Male,25 - 45,0,2,F,0
6302,Male,Greater than 45,0,18,F,1
6303,Male,Less than 25,0,1,F,1
6304,Male,Greater than 45,0,,F,0
6305,Male,25 - 45,1,0,M,0
6308,Female,25 - 45,0,1,F,1
6309,,Less than 25,1,2,F,1
6310,Female,Less than 25,1,7,F,0
6311,Male,25 - 45,0,0,M,0
6312,Female,Less than 25,0,1,M,0
6313,Male,Greater than 45,0,1,F,0
6316,,25 - 45,0,0,F,0
6317,Male,25 - 45,1,13,F,1
6318,Male,25 - 45,1,27,M,1
6319,Male,Greater than 45,0,2,F,0
6320,Male,25 - 45,0,0,F,0
6321,Male,Less than 25,1,0,M,0
6322,Male,25 - 45,0,1,M,0
6323,Female,25 - 45,1,9,M,1
6324,Male,Greater than 45,0,3,F,0
6326,Male,Less than 25,0,1,F,0
6327,Male,Greater than 45,1,3,F,1
6328,Male,25 - 45,0,0,M,1
6329,Male,25 - 45,1,6,F,1
6332,Male,Greater than 45,0,3,M,0
6333,Female,25 - 45,1,1,M,0
6334,Female,25 - 45,0,3,F,1
6335,Male,Less than 25,1,0,F,0
6336,Male,Less than 25,0,1,F,1
6337,,25 - 45,1,,M,0
6339,Male,Less than 25,0,0,F,0
6341,Male,Less than 25,0,4,M,1
6343,Male,25 - 45,1,0,F,0
6344,Male,Less than 25,1,5,F,1
6346,Male,Less than 25,1,0,F,0
6348,Male,25 - 45,1,4,M,0
6352,Male,25 - 45,0,1,M,0
6353,,Less than 25,1,,F,1
6355,Female,25 - 45,1,0,F,1
6356,Male,Less than 25,1,0,F,0
6357,Female,Less than 25,0,,M,0
6360,Female,Less than 25,1,1,F,0
6362,Male,25 - 45,1,2,F,1
6363,Male,25 - 45,0,0,M,0
6364,Male,Less than 25,1,8,F,1
6365,Male,25 - 45,0,1,F,0
6366,Female,Greater than 45,0,0,M,0
6367,Male,25 - 45,0,0,F,1
6368,Male,Less than 25,0,1,F,1
6369,Male,Less than 25,1,0,M,0
6370,Female,Greater than 45,1,0,F,0
6373,Female,25 - 45,1,0,F,1
6374,Male,25 - 45,0,0,M,0
6375,Female,Less than 25,1,1,M,0
6378,Male,Less than 25,0,0,F,0
6380,Male,Greater than 45,0,2,F,0
6382,Male,Greater than 45,1,12,F,1
6383,Male,Less than 25,1,2,M,1
6386,Male,Less than 25,1,2,M,1
6389,Male,25 - 45,1,11,F,1
6390,Male,Greater than 45,0,16,F,1
6391,Male,Less than 25,1,0,F,0
6392,Female,Less than 25,1,1,F,1
6394,Male,25 - 45,1,3,F,1
6396,Male,25 - 45,1,4,M,1
6397,,25 - 45,0,6,F,1
6398,Male,Greater than 45,0,0,F,0
6399,Male,25 - 45,0,0,M,0
6402,Male,Greater than 45,0,0,M,1
6403,Male,Greater than 45,0,1,F,0
6406,Female,25 - 45,1,10,M,1
6407,,Less than 25,0,6,F,1
6408,Male,25 - 45,1,11,M,0
6410,Male,25 - 45,1,2,M,0
6411,Male,Greater than 45,0,0,M,0
6413,Female,Less than 25,1,0,F,1
6414,Male,Greater than 45,1,12,F,0
6415,Male,Greater than 45,1,2,M,0
6416,Male,25 - 45,1,2,F,1
6417,Male,Greater than 45,0,27,M,0
6418,Male,Greater than 45,0,,M,1
6421,Male,25 - 45,1,2,F,1
6423,Male,25 - 45,0,0,F,1
6424,Male,25 - 45,0,1,M,0
6425,Male,25 - 45,1,4,M,0
6426,,25 - 45,1,0,F,0
6428,Male,25 - 45,1,2,F,1
6430,Male,Greater than 45,0,2,F,0
6434,Male,25 - 45,1,4,F,1
6436,Male,25 - 45,1,2,F,1
6437,Male,Greater than 45,0,10,F,1
6438,Male,25 - 45,1,2,M,0
6439,Male,25 - 45,0,6,M,1
6440,Male,Greater than 45,1,20,F,0
6442,Male,25 - 45,1,3,F,1
6443,Male,25 - 45,0,0,F,0
6444,,Greater than 45,0,0,F,0
6446,Male,25 - 45,0,1,M,1
6447,Male,Greater than 45,0,,F,0
6448,Male,25 - 45,1,2,M,0
6449,Female,Greater than 45,1,3,F,0
6450,Male,Less than 25,0,1,F,0
6451,Male,Greater than 45,1,0,F,0
6452,Female,25 - 45,0,0,M,0
6454,Male,25 - 45,1,10,F,1
6455,Male,Greater than 45,0,2,F,1
6456,Male,Greater than 45,1,0,M,0
6457,Male,25 - 45,0,1,F,1
6459,Male,Greater than 45,1,1,M,1
6461,Male,Greater than 45,0,11,F,1
6463,Male,Greater than 45,0,3,F,0
6465,Male,Less than 25,1,8,F,1
6467,Male,25 - 45,0,2,F,0
6469,Male,25 - 45,1,1,M,1
6470,Male,25 - 45,1,9,M,1
6471,Male,25 - 45,1,6,F,0
6473,Male,Greater than 45,1,12,M,0
6474,Male,25 - 45,0,2,F,0
6476,Male,25 - 45,1,3,F,1
6477,Male,Less than 25,0,1,F,1
6478,Male,Greater than 45,1,4,M,1
6479,Female,Greater than 45,0,0,M,0
6480,Female,Greater than 45,0,23,F,1
6481,Male,25 - 45,1,,F,1
6482,Female,Less than 25,1,0,F,0
6484,Male,25 - 45,1,,F,0
6486,Male,25 - 45,1,1,M,0
6487,Male,25 - 45,1,1,F,0
6488,Male,25 - 45,1,5,F,1
6489,Female,25 - 45,0,,F,1
6490,Male,Greater than 45,1,21,F,1
6491,Male,25 - 45,1,2,M,0
6493,Female,25 - 45,1,0,M,1
6495,Male,25 - 45,1,5,F,1
6496,Male,Less than 25,0,2,M,1
6497,Male,25 - 45,0,4,M,0
6498,,Greater than 45,1,7,F,1
6499,Male,Less than 25,1,2,F,1
6501,Male,Less than 25,1,1,F,1
6503,Male,Less than 25,0,4,M,1
6505,Male,25 - 45,1,1,M,0
6506,Male,25 - 45,0,1,M,0
6507,Male,25 - 45,1,0,M,0
6508,Female,Greater than 45,0,0,M,1
6511,Male,25 - 45,1,4,F,1
6512,Male,25 - 45,0,0,F,1
6513,Male,25 - 45,0,11,M,1
6514,,Greater than 45,1,0,M,0
6517,Male,Less than 25,1,,F,1
6518,,Greater than 45,1,1,F,1
6519,Male,Greater than 45,0,,M,0
6520,Female,25 - 45,1,15,F,1
6523,Male,25 - 45,0,0,F,1
6524,Male,Less than 25,0,0,F,1
6527,Male,25 - 45,0,2,F,0
6528,Male,25 - 45,0,0,F,0
6529,Male,Less than 25,1,1,F,1
6531,Male,Greater than 45,1,4,F,1
6532,Female,Less than 25,1,0,M,0
6535,,Less than 25,0,1,F,0
6536,Male,Greater than 45,1,12,M,1
6538,Male,Greater than 45,0,,F,1
6539,Male,25 - 45,1,13,F,1
6540,Female,Greater than 45,0,0,F,0
6542,Male,Less than 25,1,0,F,1
6544,Female,25 - 45,0,1,M,0
6545,Female,25 - 45,1,2,F,1
6548,Male,Less than 25,1,0,F,0
6549,Male,25 - 45,0,8,F,0
6550,Female,Less than 25,1,0,M,1
6552,Male,Less than 25,1,2,F,1
6553,Male,Less than 25,0,,M,0
6554,Female,25 - 45,0,0,F,1
6555,Male,Less than 25,1,0,M,0
6557,Male,Less than 25,0,0,M,1
6558,Male,Less than 25,1,0,F,0
6559,Male,25 - 45,0,1,F,1
6560,Male,25 - 45,1,9,F,1
6561,Male,Less than 25,1,0,F,1
6562,Male,Greater than 45,1,4,M,1
6563,Female,Less than 25,1,,F,1
6564,Male,Greater than 45,1,15,F,1
6565,Male,25 - 45,1,8,F,1
6567,Female,Less than 25,1,0,F,0
6568,Male,Less than 25,1,3,F,1
6569,,25 - 45,0,0,F,0
6570,Male,Less than 25,0,0,F,0
6571,Male,25 - 45,1,,M,1
6572,Male,Less than 25,1,0,F,1
6573,,Greater than 45,1,4,F,0
6574,Male,Greater than 45,1,3,M,0
6575,Male,Greater than 45,0,0,F,0
6576,Female,25 - 45,0,5,F,1
6577,Female,25 - 45,1,7,F,1
6578,,Greater than 45,1,0,F,0
6579,Male,25 - 45,1,9,M,1
6580,Male,Greater than 45,1,7,M,1
6582,Female,Greater than 45,1,2,M,1
6584,Female,Greater than 45,0,0,F,0
6585,,25 - 45,0,0,M,1
6587,Male,Less than 25,0,0,F,1
6588,Male,Greater than 45,0,0,F,0
6589,Male,25 - 45,0,,F,1
6591,Male,25 - 45,0,5,F,1
6593,Male,Greater than 45,1,1,F,0
6594,Male,25 - 45,1,7,F,0
6597,Male,Greater than 45,1,13,M,0
6598,Female,25 - 45,1,6,F,0
6599,,25 - 45,1,0,F,0
6600,Female,25 - 45,0,2,F,1
6601,Male,Greater than 45,1,0,M,0
6602,Male,25 - 45,0,1,M,0
6604,,Less than 25,0,0,F,0
6605,Female,25 - 45,0,0,F,0
6607,Male,25 - 45,0,4,F,1
6610,Male,25 - 45,1,6,M,0
6613,Male,Less than 25,1,,M,1
6614,Male,25 - 45,0,0,M,0
6615,Male,Greater than 45,0,5,F,0
6616,Female,25 - 45,0,3,F,1
6617,,Greater than 45,0,0,F,1
6619,Male,25 - 45,1,5,F,1
6620,Male,Greater than 45,1,5,F,1
6621,Male,Less than 25,0,,M,0
6625,Male,25 - 45,0,8,M,0
6626,Female,25 - 45,1,1,F,0
6627,,25 - 45,1,7,F,1
6628,Male,25 - 45,1,0,F,0
6629,Male,25 - 45,1,2,M,1
6630,Male,25 - 45,1,5,F,0
6632,Male,Less than 25,1,2,F,1
6635,,Greater than 45,0,18,M,1
6636,Female,25 - 45,0,2,M,0
6638,Female,Less than 25,0,0,M,1
6639,Male,Greater than 45,0,5,M,0
6640,Male,25 - 45,1,5,F,1
6641,Female,Greater than 45,1,1,F,0
6643,Male,25 - 45,0,2,M,1
6644,Male,25 - 45,0,0,M,0
6647,,25 - 45,1,0,F,0
6649,Female,25 - 45,1,1,F,1
6650,Male,25 - 45,1,6,F,1
6654,Male,25 - 45,1,11,M,1
6658,Male,Less than 25,1,0,F,1
6659,Male,Greater than 45,0,0,F,0
6660,Female,25 - 45,0,0,F,0
6661,Male,Less than 25,1,4,M,0
6663,Female,Greater than 45,0,1,F,0
6664,Male,Less than 25,1,2,F,1
6665,Male,Greater than 45,0,1,M,0
6666,Male,25 - 45,0,0,M,1
6667,Male,25 - 45,1,6,F,1
6668,Male,25 - 45,1,8,M,1
6669,Male,25 - 45,0,0,F,1
6670,Male,25 - 45,1,12,F,1
6671,Male,Greater than 45,0,0,F,0
6672,Male,Greater than 45,1,2,M,0
6673,Female,25 - 45,0,1,M,0
6674,Male,25 - 45,1,0,F,0
6675,Male,25 - 45,1,1,M,0
6676,Male,25 - 45,1,1,M,0
6677,Male,25 - 45,1,0,M,0
6678,Male,25 - 45,0,3,M,1
6680,,Less than 25,1,1,M,0
6681,Male,Less than 25,1,5,F,1
6683,Male,25 - 45,0,4,F,0
6687,Female,25 - 45,1,1,M,1
6689,Male,25 - 45,1,9,F,0
6690,Male,25 - 45,0,4,M,0
6691,,25 - 45,0,,F,0
6692,Male,25 - 45,1,0,M,0
6696,Female,25 - 45,1,0,M,0
6697,Male,25 - 45,1,9,F,1
6698,Male,Less than 25,1,0,M,1
6699,,Less than 25,0,0,F,1
6700,Male,Less than 25,1,1,F,0
6701,Male,25 - 45,1,0,M,0
6702,Male,25 - 45,1,0,F,0
6705,Male,Greater than 45,0,3,F,0
6706,,25 - 45,1,2,F,0
6707,Male,Greater than 45,0,0,M,0
6709,Male,Less than 25,1,1,F,0
6710,Male,25 - 45,1,3,F,1
6711,Male,Less than 25,1,1,F,0
6712,Male,Less than 25,0,0,F,1
6714,Male,25 - 45,1,10,F,1
6715,Male,25 - 45,0,3,M,0
6718,,25 - 45,1,,F,0
6719,Male,25 - 45,0,,F,0
6722,Male,25 - 45,1,,F,0
6723,Male,25 - 45,0,4,F,0
6725,Male,Greater than 45,0,3,F,1
6726,Male,Greater than 45,0,0,M,0
6727,Male,Greater than 45,0,11,F,1
6728,Male,25 - 45,1,2,F,0
6730,Female,25 - 45,1,4,F,0
6731,Male,25 - 45,0,0,F,0
6734,Male,Less than 25,1,0,M,0
6735,Male,25 - 45,1,2,F,0
6736,Male,25 - 45,1,0,M,1
6737,Male,25 - 45,1,2,F,1
6738,Male,25 - 45,1,14,F,0
6739,Female,25 - 45,1,1,M,0
6740,,25 - 45,1,2,F,1
6741,Female,Greater than 45,0,0,M,0
6744,Male,25 - 45,0,0,F,1
6745,Male,25 - 45,1,5,F,1
6747,Male,Less than 25,0,1,F,0
6748,Male,Greater than 45,1,1,F,0
6749,Male,25 - 45,1,,F,0
6751,Male,25 - 45,1,1,M,0
6752,Male,Greater than 45,0,0,M,0
6753,Male,Less than 25,1,1,F,1
6756,Male,Less than 25,1,0,F,1
6757,Male,Greater than 45,0,2,F,1
6759,Male,Greater than 45,1,7,F,1
6760,Female,25 - 45,1,3,M,1
6761,Male,25 - 45,1,4,F,0
6762,,25 - 45,0,7,F,1
6763,Male,25 - 45,1,0,F,1
6769,Male,25 - 45,1,13,F,1
6770,,Less than 25,0,0,M,0
6771,Male,25 - 45,1,1,F,0
6773,Male,Greater than 45,0,0,M,0
6778,Male,25 - 45,1,3,M,1
6780,Female,25 - 45,0,0,F,1
6784,Male,Greater than 45,1,4,F,0
6785,Male,25 - 45,1,9,M,1
6786,Male,Less than 25,1,1,M,0
6787,,25 - 45,1,1,F,1
6788,Female,25 - 45,1,0,M,1
6789,Female,Less than 25,1,0,M,0
6792,Male,25 - 45,0,1,F,0
6794,Male,25 - 45,0,0,F,0
6795,Female,25 - 45,0,1,F,0
6796,Male,Less than 25,1,3,F,1
6800,Female,25 - 45,0,0,F,0
6802,Male,25 - 45,0,0,M,1
6803,Male,Less than 25,1,0,M,1
6804,Female,Greater than 45,0,0,M,0
6805,Male,25 - 45,0,0,F,0
6806,Male,Less than 25,0,0,M,1
6810,Male,25 - 45,1,10,F,1
6811,Male,Less than 25,0,1,M,0
6812,Female,25 - 45,1,3,F,1
6814,Male,25 - 45,0,7,M,0
6815,Male,25 - 45,0,3,F,1
6816,Female,25 - 45,1,17,F,1
6817,Male,25 - 45,1,,M,0
6818,Male,25 - 45,0,1,F,0
6819,Male,Less than 25,0,3,M,0
6820,Female,Greater than 45,0,0,M,0
6821,Male,Greater than 45,0,2,M,0
6822,Female,25 - 45,0,5,F,1
6824,Male,25 - 45,1,2,F,0
6827,Female,Greater than 45,0,15,F,0
6828,Male,Greater than 45,1,16,M,0
6829,Male,Greater than 45,0,0,F,0
6830,Male,Greater than 45,1,1,M,0
6833,Male,Greater than 45,0,0,F,0
6835,Male,25 - 45,0,4,F,1
6836,Male,25 - 45,0,2,F,1
6837,Male,25 - 45,0,2,F,1
6838,,Greater than 45,1,,F,0
6839,Female,25 - 45,1,6,M,1
6840,,Greater than 45,0,1,F,0
6841,Male,Greater than 45,0,1,F,0
6842,,Greater than 45,0,,M,0
6845,Male,25 - 45,0,3,M,0
6847,Male,Greater than 45,0,2,M,0
6848,Female,Less than 25,1,0,F,0
6849,Male,25 - 45,0,2,M,1
6851,Male,25 - 45,0,0,F,0
6856,Male,Greater than 45,0,1,F,0
6858,Female,Greater than 45,1,3,M,0
6859,Male,25 - 45,0,1,M,1
6860,Female,25 - 45,1,5,F,1
6861,Female,25 - 45,1,,F,0
6864,Male,25 - 45,1,5,F,1
6867,Female,25 - 45,0,0,F,0
6868,,Less than 25,1,3,M,1
6869,Male,Greater than 45,0,3,M,0
6870,Male,Greater than 45,0,2,M,0
6872,Male,25 - 45,1,0,M,0
6873,Male,Greater than 45,1,23,F,1
6874,Male,25 - 45,0,1,F,0
6877,Male,Greater than 45,1,,F,1
6879,Male,Less than 25,1,0,M,0
6880,Male,25 - 45,0,2,M,0
6881,,Greater than 45,0,0,M,0
6882,Male,Greater than 45,0,12,F,1
6883,Female,Less than 25,0,1,M,0
6884,Male,25 - 45,0,0,F,1
6885,Male,25 - 45,0,1,M,0
6890,Female,Greater than 45,0,1,F,0
6891,Female,25 - 45,0,5,F,1
6892,Male,25 - 45,1,15,F,1
6893,Male,25 - 45,0,0,F,0
6894,Male,Less than 25,1,0,F,0
6896,Male,25 - 45,0,1,F,0
6897,Male,25 - 45,1,3,F,0
6898,Male,25 - 45,0,,F,0
6899,,25 - 45,1,8,M,1
6901,Female,25 - 45,0,0,F,0
6902,Male,Less than 25,0,0,F,0
6903,Male,25 - 45,1,5,M,1
6904,Male,25 - 45,1,2,M,1
6906,Female,Greater than 45,0,,M,0
6908,Female,25 - 45,1,2,F,0
6909,,25 - 45,1,3,F,1
6910,Male,25 - 45,0,5,F,0
6913,Male,25 - 45,0,,F,1
6916,Female,25 - 45,1,12,M,1
6917,Male,25 - 45,1,8,F,1
6918,Male,Less than 25,1,1,M,0
6919,Male,25 - 45,0,8,M,1
6920,Female,25 - 45,0,1,M,1
6921,Male,Less than 25,0,1,F,1
6922,Male,25 - 45,0,4,F,1
6923,Male,Greater than 45,0,2,M,1
6924,Male,Greater than 45,0,0,M,0
6926,Female,25 - 45,0,1,M,0
6928,Male,Greater than 45,0,,F,0
6930,Male,25 - 45,0,0,M,0
6931,Female,Greater than 45,0,0,M,0
6933,Male,Less than 25,1,0,F,1
6934,Male,25 - 45,1,,F,1
6935,Female,25 - 45,1,1,F,0
6936,Male,25 - 45,1,5,M,0
6937,Male,25 - 45,1,11,F,1
6938,Male,25 - 45,1,,M,0
6939,Male,25 - 45,0,1,F,1
6940,Male,Less than 25,1,12,M,0
6942,,25 - 45,0,3,F,0
6943,Male,25 - 45,0,11,F,0
6944,Male,Greater than 45,0,0,F,0
6945,Male,Less than 25,0,3,F,1
6947,Male,Less than 25,1,3,F,0
6948,Male,25 - 45,0,6,F,0
6949,Male,Greater than 45,0,0,M,1
6950,Male,25 - 45,1,8,M,1
6951,Female,Less than 25,0,1,M,0
6953,,Less than 25,1,1,F,1
6954,Male,25 - 45,0,2,F,1
6958,Male,Less than 25,1,5,M,1
6960,Male,25 - 45,0,4,F,1
6962,Male,25 - 45,0,0,M,0
6965,Female,Less than 25,0,2,F,1
6966,Male,25 - 45,0,0,M,0
6967,Female,Less than 25,0,0,M,1
6968,Male,25 - 45,0,0,M,1
6969,Male,Greater than 45,0,1,F,1
6970,Male,25 - 45,1,,M,1
6971,Male,Greater than 45,0,4,M,1
6972,Male,25 - 45,1,4,F,1
6975,Female,25 - 45,1,6,F,0
6977,Male,25 - 45,1,0,M,1
6978,,Less than 25,1,0,F,0
6979,Male,Greater than 45,0,0,F,0
6980,Male,25 - 45,0,2,F,0
6982,Female,25 - 45,0,3,F,1
6983,Male,Greater than 45,0,,F,0
6984,,Less than 25,0,0,M,0
6985,,25 - 45,0,6,M,1
6986,Male,Less than 25,1,3,F,1
6988,Male,25 - 45,1,0,F,0
6989,Male,25 - 45,1,6,F,1
6990,Female,Greater than 45,0,3,F,0
6992,Male,Less than 25,1,1,M,0
6993,Male,Less than 25,0,0,M,0
6994,Male,25 - 45,1,3,M,1
6995,Male,Greater than 45,1,,M,0
6997,Male,Less than 25,1,0,F,0
6998,Male,25 - 45,0,1,M,0
6999,Male,25 - 45,1,18,F,1
7002,Male,Greater than 45,1,13,F,1
7003,Male,Greater than 45,1,2,F,1
7005,Male,Greater than 45,0,0,M,1
7006,Female,Greater than 45,1,0,F,0
7008,Female,Greater than 45,1,4,M,0
7010,Male,25 - 45,1,9,F,0
7011,Male,25 - 45,0,2,F,1
7015,Male,Less than 25,1,1,F,1
7018,Male,25 - 45,0,0,F,0
7020,Male,Less than 25,1,0,F,0
7023,,25 - 45,0,9,M,1
7024,Male,Greater than 45,0,3,F,1
7027,Male,25 - 45,1,14,F,1
7028,Male,25 - 45,1,23,F,0
7029,Male,25 - 45,1,0,M,0
7030,Male,25 - 45,0,4,F,1
7031,Male,25 - 45,0,1,F,0
7032,Male,Greater than 45,0,0,M,0
7033,Male,Less than 25,1,3,F,1
7036,Male,25 - 45,1,2,M,0
7038,Male,Greater than 45,0,4,M,0
7039,Female,25 - 45,0,7,F,1
7041,Male,25 - 45,1,0,F,1
7042,Female,25 - 45,1,1,M,0
7043,Male,25 - 45,1,2,F,1
7044,Male,Greater than 45,1,1,F,0
7045,Male,Less than 25,1,11,F,1
7046,Female,Greater than 45,0,5,F,0
7048,Male,25 - 45,0,,M,0
7049,Female,25 - 45,1,0,F,0
7050,Female,Greater than 45,0,0,M,0
7051,Male,Less than 25,1,1,F,1
7053,Male,25 - 45,0,0,F,0
7054,Male,Less than 25,1,0,M,1
7057,,Less than 25,1,4,F,1
7059,Male,Greater than 45,1,0,M,0
7060,Male,Less than 25,1,2,F,1
7062,Male,25 - 45,1,9,F,1
7063,Male,25 - 45,0,,M,1
7064,Male,Greater than 45,0,1,M,0
7065,Male,Greater than 45,0,0,F,0
7066,Male,Less than 25,0,1,F,1
7067,Male,Greater than 45,1,7,F,1
7068,Male,25 - 45,0,1,M,1
7069,Male,Greater than 45,0,1,F,0
7070,Male,Greater than 45,1,1,F,0
7071,Male,Greater than 45,0,,M,0
7072,Male,25 - 45,0,0,F,0
7073,Female,Greater than 45,0,2,M,0
7074,Female,Greater than 45,1,9,M,0
7076,Female,Greater than 45,0,7,F,1
7078,,25 - 45,1,2,M,1
7080,Male,Less than 25,1,1,F,1
7081,Male,25 - 45,0,,F,0
7082,Male,25 - 45,0,13,F,0
7083,Male,Less than 25,1,8,F,1
7084,Male,25 - 45,0,3,M,1
7085,Male,25 - 45,0,13,F,1
7086,Male,25 - 45,1,1,F,0
7087,Male,25 - 45,0,1,F,0
7090,Female,25 - 45,0,5,F,1
7092,Male,25 - 45,1,8,F,1
7095,Male,25 - 45,0,0,F,0
7098,Female,25 - 45,0,0,M,1
7100,Male,25 - 45,1,,F,1
7101,Male,Greater than 45,1,14,M,0
7102,Female,25 - 45,1,3,F,1
7103,Male,25 - 45,1,16,M,1
7104,Male,25 - 45,1,0,M,1
7106,Male,25 - 45,0,4,F,1
7109,Female,25 - 45,1,,F,1
7112,Male,25 - 45,1,0,F,0
7113,Female,25 - 45,1,5,F,0
7115,Male,25 - 45,1,2,F,1
7116,Male,Less than 25,1,1,F,1
7117,Male,Greater than 45,0,2,F,0
7118,Male,Greater than 45,1,4,F,1
7119,Female,25 - 45,0,4,F,1
7120,Female,25 - 45,0,0,M,0
7121,Female,25 - 45,1,6,M,1
7122,Female,Less than 25,1,0,F,0
7124,Male,Greater than 45,1,0,M,0
7126,Male,Greater than 45,0,0,F,0
7129,Female,Less than 25,0,1,F,0
7131,Male,25 - 45,0,11,F,0
7133,Female,25 - 45,1,1,F,1
7135,,Greater than 45,1,,F,0
7136,Male,Greater than 45,0,8,M,0
7140,Male,25 - 45,0,,M,0
7141,Male,25 - 45,0,7,M,1
7142,Male,Less than 25,1,0,F,0
7144,Female,25 - 45,0,3,F,0
7145,Male,25 - 45,0,14,F,1
7147,Male,25 - 45,0,5,M,0
7148,,Less than 25,1,0,F,1
7149,Male,Greater than 45,1,13,F,1
7150,Male,25 - 45,1,11,F,1
7151,Male,25 - 45,0,2,F,0
7152,Male,25 - 45,1,12,M,1
7153,Male,25 - 45,0,4,F,0
7154,Male,25 - 45,1,,M,0
7155,Male,Greater than 45,0,4,M,0
7156,Male,25 - 45,1,0,M,0
7157,Male,25 - 45,0,3,M,1
7159,Male,Greater than 45,1,,M,0
7160,Male,25 - 45,1,7,F,1
7162,,25 - 45,1,4,F,0
7163,,25 - 45,0,0,M,0
7165,Male,Less than 25,1,0,F,1
7166,Female,Greater than 45,0,1,M,0
7167,,25 - 45,0,2,M,0
7168,Male,25 - 45,0,0,M,1
7169,Male,Less than 25,1,0,M,0
7170,Male,Less than 25,1,0,F,1
7172,Male,Greater than 45,1,4,M,1
7173,Male,Greater than 45,0,7,F,0
7174,Male,Less than 25,1,1,F,1
7175,Male,Greater than 45,0,0,M,1
7177,Male,25 - 45,0,1,F,0
7178,Female,Less than 25,0,1,F,0
7179,,Greater than 45,0,,F,0
7180,,Greater than 45,0,1,M,0
7181,Male,Greater than 45,1,7,M,1
7182,Female,Greater than 45,0,2,F,0
7183,,Less than 25,1,0,F,1
7184,Female,25 - 45,0,4,M,1
7185,Male,25 - 45,0,5,F,0
7187,Male,Greater than 45,0,14,F,1
7188,Male,25 - 45,0,0,M,0
7189,Male,25 - 45,1,3,M,1
7190,Male,Less than 25,1,2,M,1
7191,Male,Greater than 45,0,2,F,0
7192,Male,25 - 45,0,0,F,0
7194,Female,25 - 45,0,2,M,1
7195,Male,25 - 45,1,8,M,1
7196,Male,25 - 45,1,0,M,0
7197,Male,25 - 45,1,1,F,0
7199,Male,Less than 25,0,0,F,0
7201,Male,25 - 45,1,19,F,1
7205,Male,Less than 25,0,5,M,1
7206,Male,Less than 25,0,0,M,1
7207,,25 - 45,1,0,M,1
7208,Male,Less than 25,1,0,F,0
7209,Male,Less than 25,1,0,F,0
7210,Male,Less than 25,1,0,F,0
